Index,Function,Use,Sharing,Reporting,Student_Type,Position_Type,Object_Type,Pre_K,Operating_Status,Object_Description,Text_2,SubFund_Description,Job_Title_Description,Text_3,Text_4,Sub_Object_Description,Location_Description,FTE,Function_Description,Facility_or_Department,Position_Extra,Total,Program_Description,Fund_Description,Text_1
367895,Student Assignment,Leadership,Shared Services,Non-School,Unspecified,Coordinator/Manager,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,NaN,GENERAL FUND,"Director, School of Choice",n/a,NaN,NaN,SCHOOL CHOICE,0.16667,NON-PROJECT,NaN,PROFESSIONAL-OTHER,"18,102.57","PLANNING,RESEARCH,DEVELOPMENT",NaN,CENTRAL
367974,Enrichment,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Guidance Counselor,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,ATHLETICS,PUPIL ACTIVITY FUND,"Student Advisor, High Sch",n/a,NaN,NaN,ATHLETICS & STUDENT ACTIVITIES,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,"5,258.84",MALE ATHLETICS/SPORTS ACTIVITI,NaN,COCURRICULAR ED/ACTIVITIES
368125,Communications,Leadership,Leadership & Management,Non-School,ELL,Other,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,MULTILINGUAL OUTREACH,GENERAL FUND,Bilingual Translator,n/a,NaN,NaN,MULTILINGUAL OUTREACH,NaN,STATE ELPA (ENG LANG PROF ACT),NaN,OFFICE/ADMINISTRATIVE SUPPORT,75.66,PUBLIC COMMUNICATIONS SERVICES,NaN,CENTRAL
368624,Substitute Compensation,Instruction,School Reported,School,Poverty,Substitute,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,TEACHER LEARNING & LEADERSHIP,ARRA - STIMULUS,"Teacher, Short Term Sub",Turnaround,NaN,NaN,NaN,NaN,TITLE I A - ARRA,NaN,PROFESSIONAL-INSTRUCTIONAL,0.68,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
368729,Professional Development,ISPD,School Reported,School,Unspecified,Instructional Coach,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,NaN,MILL LEVY,"Facilitator,Sec Humanities",Regular,NaN,NaN,NaN,NaN,INNOVATION FUND,NaN,PROFESSIONAL-INSTRUCTIONAL,510.02,GENERAL HIGH SCHOOL EDUCATION,NaN,REGULAR INSTRUCTION
368789,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Occupational Therapist,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,NaN,FEDERAL GDPG FUND - FY,Occupational Therapist,n/a,NaN,NaN,SPECIAL EDUCATION,0.199394,TITLE VI-IDEA B-MAIN,NaN,PROFESSIONAL-INSTRUCTIONAL,"18,706.50",SPECIAL EDUCATION-OT,NaN,SPECIAL EDUCATION
369147,Data Processing & Information Services,Business Services,School on Central Budgets,Non-School,Unspecified,Coordinator/Manager,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Lead Operator-Computer Ctr,n/a,NaN,NaN,IST - SYSTEMS SUPPORT,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,678.11,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
369172,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12Operating,EMPLOYER PD MED CONTRIBUTION,NaN,GENERAL FUND,"Teacher, Elementary",Regular,NaN,NaN,NaN,NaN,ELA E-TEACHING SHELTERED ENG,NaN,PROFESSIONAL-INSTRUCTIONAL,504.14,GENERAL ELEMENTARY EDUCATION,NaN,REGULAR INSTRUCTION
369481,Untracked Budget Set-Aside,Untracked Budget Set-Aside,School Reported,School,Unspecified,Non-Position,ContractedServices,NonPreK,PreK-12Operating,Other Professional and Technical Services,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Professional And Technical Services *,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,"-208,861.20",NaN,Special Trust,NaN
369572,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,SubstituteCompensation,PreK,PreK-12Operating,Personal Services - Substitute Teachers Certified,NaN,NaN,NaN,NaN,Targeted Pre-K Initiative,NaN,NaN,0,NaN,NaN,SUBSTITUTE TEACHER,70.47,Support - Regular Instruction,ITEMFA Schools Partnership,PRE KINDERGARTEN
369757,Governance,Leadership,Leadership & Management,Non-School,Unspecified,Non-Position,Travel&Conferences,NonPreK,PreK-12Operating,Personal Services - Other Compensation,NaN,NaN,NaN,NaN,Board of Education,NaN,NaN,0,NaN,NaN,Travel Allotment,"4,321.64",District Administration,General Purpose School,NaN
369951,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Supplemental *,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Certificated Employees Salaries And Wages,NaN,NaN,Instructional Staff Training Services *,NaN,NaN,"-1,044,084.00",NaN,Title I - Disadvantaged Children/Targeted Assi...,TITLE I-HQT PD SET-ASIDE
370296,Instructional Materials & Supplies,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Equipment&EquipmentLease,NO_LABEL,PreK-12Operating,PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COM...,NaN,SCHOOL-WIDE SCHOOL PGMS FOR TITLE GRANTS,NaN,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,"2,386.11",Misc,Schoolwide Schools,NaN
370396,School Supervision,Leadership,Leadership & Management,Non-School,Unspecified,Area Officers,Benefits,NO_LABEL,PreK-12Operating,EMPLOYER PD MED CONTRIBUTION,NaN,GENERAL FUND,"Supt, Instructional",n/a,NaN,NaN,ES TEAM,NaN,NON-PROJECT,NaN,ADMINISTRATOR,336.08,SUPPORT SERVICES-INSTRUCTIONAL,NaN,INSTRUCTIONAL STAFF
370739,Utilities,O&M,School Reported,School,Unspecified,NO_LABEL,Rent/Utilities,NonPreK,PreK-12Operating,Other Utilities,NaN,NaN,NaN,NaN,NaN,Waste Water Treatment And Sanitation,School,NaN,Facilities Maintenance And Operations,Child Nutrition,NaN,"1,816.41",Undistributed,National School Breakfast And Lunch Program,NaN
370816,Professional Development,ISPD,School on Central Budgets,Non-School,Unspecified,Instructional Coach,BaseSalary/Compensation,NonPreK,PreK-12Operating,Personal Services - Teachers,NaN,NaN,TCHER PROJECT GRAD,NaN,Project Grad,NaN,NaN,1,NaN,NaN,TEACHER,"47,365.65",Instruction - Regular,General Purpose School,NaN
371386,Data Processing & Information Services,Business Services,School on Central Budgets,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,ITEMGG-CUSTOMER RELATIONS MGMT,GENERAL FUND,"Specialist III, PC App",n/a,NaN,NaN,CUSTOMER RELATIONS MANAGEMENT,NaN,NON-PROJECT,NaN,PROFESSIONAL-OTHER,"3,929.49",INFORMATION SYSTEMS SERVICES,NaN,CENTRAL
371428,Research & Accountability,NO_LABEL,Leadership & Management,Non-School,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,Specialist II,NaN,NaN,NaN,ADMIN. SERVICES,0.13,NaN,NaN,NONE,"11,012.05",RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR ...,RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR ...,NaN
371895,School Administration,Leadership,School Reported,School,Unspecified,Principal,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,ADMINISTRATOR,NaN,NaN,PRINCIPAL-ELEM,NaN,NaN,NaN,School,1,SCH ADMIN (OFFICE OF PRINC),NaN,NaN,"106,252.20",NaN,GENERAL FUND,NaN
372160,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,NONCAPITALIZED  REMOD/RENOV,NaN,NaN,NaN,NaN,NaN,NaN,School,NaN,FACILITIES ACQ AND CONST,NaN,NaN,288.92,NaN,MILLAGE,SAFETY AND SECURITY
372312,Other Non-Compensation,Instruction,School Reported,School,Unspecified,Non-Position,NO_LABEL,NO_LABEL,PreK-12Operating,GRANTS AND GRATUITIES,GENERAL EDUCATION,LOCAL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SUBSIDIES AND TRANSFERS,874.85,INSTRUCTIONAL PROGRAMS,LOCAL FUND,NaN
372481,Utilities,O&M,School Reported,School,Unspecified,Non-Position,Rent/Utilities,NonPreK,PreK-12Operating,Utilities - Electricity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,"344,537.90",Operations,General Purpose School,NaN
372619,Facilities & Maintenance,O&M,School Reported,School,Gifted,Non-Position,Equipment&EquipmentLease,NO_LABEL,PreK-12Operating,NON-CAPITAL EQUIPMENT,NaN,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,STATE - GIFTED AND TALENTED,NaN,UNDESIGNATED,665.26,GIFTED AND TALENTED,NaN,REGULAR INSTRUCTION
372820,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,SubstituteCompensation,NonPreK,PreK-12Operating,Personal Services - Education Assistants,NaN,NaN,NaN,NaN,Regular Instructional Support,NaN,NaN,0,NaN,NaN,SUBSTITUTE TEACHER,140.32,Support - Regular Instruction,General Purpose School,NaN
373370,Enrichment,Pupil Services & Enrichment,School Reported,School,Unspecified,TA,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Extra Duty Pay/Overtime For Support Personnel,NaN,Case Partnership Project,"CLASSROOM AIDE, SPECIAL ED.",NaN,Extra Duty,Extra Duty Pay/Overtime For Support Personnel,School,NaN,Social Work Services,Instruction And Curriculum,AB AIDE,"5,183.19",Undistributed,Title Iv Part B,MISCELLANEOUS
373687,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Speech Therapist,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,ARRA - STIMULUS,Speech Language Pathologst,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,IDEA ARRA,NaN,PROFESSIONAL-INSTRUCTIONAL,500.45,SPECIAL EDUCATION-S/L-ATRT,NaN,SPECIAL EDUCATION
374536,Special Population Program Management & Support,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,ContractedServices,NO_LABEL,PreK-12Operating,PURCHASED PROFESSIONAL AND TECH SVCS-OTHER FEES,NaN,TITLE VIB FLOWTHRU ARRA OF,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,INSTRUCTION,NaN,NaN,911.98,"ARRA - IDEA Title VI,B Flow Thru funds",Special Education,NaN
374884,Governance,Leadership,Leadership & Management,Non-School,Poverty,Sec/Clerk/Other Admin,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries Or Wages For Support Personnel,NaN,"Title,Part A Improving Basic Programs",CLERICAL SUPPORT,NaN,Regular Salary,Salaries Or Wages For Support Personnel,Administration - No Description Provided,0.26,General Administration,Instruction And Curriculum,CO CLERICAL,"6,744.54",Accelerated Education,Title;Part A Improving Basic Programs,REGULAR PAY
375146,NO_LABEL,NO_LABEL,NO_LABEL,Non-School,NO_LABEL,NO_LABEL,OtherNon-Compensation,NO_LABEL,PreK-12Operating,DUES AND FEES,NaN,LEARN AND SERVE AMERICA,NaN,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,525.07,"REGULAR SCHOOL BASED PROJECT, LEARN AND SERVE ...",Learn And Serve America,NaN
375900,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Supplies and Materials,NaN,Community Services,NaN,NaN,NaN,Supplies And Materials,NaN,NaN,Other Community Services *,NaN,NaN,"1,800.33",NaN,Title I - Disadvantaged Children/Targeted Assi...,TITLE I PI+HOMELESS
376130,Student Assignment,Leadership,Leadership & Management,Non-School,Unspecified,Sec/Clerk/Other Admin,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,NaN,GENERAL FUND,"Secretary, Executive I",n/a,NaN,NaN,SCHOOL CHOICE,NaN,NON-PROJECT,NaN,OFFICE/ADMINISTRATIVE SUPPORT,981.79,"PLANNING,RESEARCH,DEVELOPMENT",NaN,CENTRAL
376244,Parent & Community Relations,Pupil Services & Enrichment,School Reported,School,Poverty,Other,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,NaN,FEDERAL GDPG FUND - FY,SFPC Liaison Specialist,Regular,NaN,NaN,NaN,NaN,TITLE I,NaN,PROFESSIONAL-OTHER,615.59,SUPPORT SERVICES-INSTRUCTIONAL,NaN,INSTRUCTIONAL STAFF
376313,Physical Health & Services,Pupil Services & Enrichment,School Reported,School,Unspecified,Nurse,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,SCHOOL CLINIC ADMINISTRATION,NaN,Undistributed,Salaries And Wages For Teachers And Other Prof...,School,1,Health Services,All Campus Payroll,NURSE,"49,227.38",Undistributed,General Operating Fund,REGULAR PAY
376439,Teacher Compensation,Instruction,School Reported,School,ELL,Teacher,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,NaN,ESL/BILINGUAL EDUCATION,LOCAL,"TEACHER,SENIOR HIGH",NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,"90,341.20",NaN,NaN,NaN
376543,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NonPreK,PreK-12Operating,New Library Books,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Library Books *,NaN,NaN,School Library Services *,NaN,NaN,"1,339.98",NaN,General,SCHOOL BASED MANAGEMENT
376569,Facilities & Maintenance,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,OtherNon-Compensation,NO_LABEL,PreK-12Operating,REPAIR AND MAINTENANCE SERVICES,NaN,MISCELLANEOUS,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,MAINTENANCE AND OPERATING,NaN,NaN,118.12,Misc,General Fund,NaN
376815,Research & Accountability,Leadership,Leadership & Management,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Warehouse Worker II,n/a,NaN,NaN,ASSESSMENT & RESEARCH,NaN,NON-PROJECT,NaN,UNDESIGNATED,-189.29,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
376854,Recruitment,ISPD,Shared Services,Non-School,Unspecified,Substitute,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,HUMAN RESOURCES RECRUITMENT,DISTRICT SPECIAL REVENUE FUNDS,"Teacher, Short Term Sub",n/a,NaN,NaN,HUMAN RESOURCES,NaN,NEW TEACHER RECRUITMENT,NaN,PROFESSIONAL-INSTRUCTIONAL,37.89,SUPPORT SERVICES-INSTRUCTIONAL,NaN,INSTRUCTIONAL STAFF
377659,Food Services,O&M,School Reported,School,Unspecified,Other,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,FOOD SERVICES,FOOD SERVICE FUND,Food Service Worker II,Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,"CRAFTS, TRADES, AND SERVICES",284.45,FOOD PREPARATION/SERVING,NaN,FOOD SERVICES OPERATIONS
378912,Instructional Materials & Supplies,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Equipment&EquipmentLease,NO_LABEL,PreK-12Operating,PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COM...,NaN,SCHOOL-WIDE SCHOOL PGMS FOR TITLE GRANTS,NaN,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,184.86,Misc,Schoolwide Schools,NaN
380226,Curriculum Development,ISPD,Shared Services,Non-School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12Operating,GENERAL SUPPLIES,HUMANITIES,FEDERAL GDPG FUND - FY,(blank),n/a,NaN,NaN,HUMANITIES,NaN,SCHOOL VIOLENCE PREVENTION PRO,NaN,UNDESIGNATED,704.10,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
380528,Library & Media,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,BOOKS (OTHER THAN TEXTBOOKS) AND PERIODICALS,NaN,MEDIA CENTERS,NaN,NaN,NaN,NaN,NaN,NaN,EDUCATIONAL MEDIA SERVICE,NaN,NaN,366.50,MEDIA CENTERS,General Fund,NaN
380589,Physical Health & Services,Pupil Services & Enrichment,Shared Services,Non-School,Special Education,Nurse,Benefits,PreK,PreK-12Operating,EMPLOYEE BENEFITS,NaN,ARRA - STIMULUS,Nurse,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,IDEA PRESCHOOL ARRA,NaN,PROFESSIONAL-INSTRUCTIONAL,"1,919.89",NURSING SERVICES,NaN,STUDENTS
380687,Physical Health & Services,NO_LABEL,School Reported,School,NO_LABEL,Nurse Aide,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,Clinic Assistant,NaN,NaN,NaN,NaN,1,NaN,NaN,CLINIC ASSISTANT,"23,268.11",NURSES,General Fund,NaN
380960,School Administration,Leadership,School Reported,School,Unspecified,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,NaN,NaN,NaN,NaN,NaN,School,NaN,SCH ADMIN (OFFICE OF PRINC),NaN,NaN,499.33,NaN,GENERAL FUND,SCHOOL OPERATING ACCOUNT
381589,Substitute Compensation,Instruction,NO_LABEL,Non-School,NO_LABEL,Substitute,SubstituteCompensation,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"15,415.25",NaN,NaN,NaN
381686,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,REPAIRS AND MAINTENANCE SVCS,ITEMGG/FACILITIES,CAPITAL RESERVE FUND,(blank),NaN,NaN,NaN,DEPARTMENT OF TECHNOLOGY SERVI,NaN,NON-PROJECT,NaN,UNDESIGNATED,"31,356.33",INFORMATION SYSTEMS SERVICES,NaN,CENTRAL
381708,Governance,Leadership,Leadership & Management,Non-School,Unspecified,Non-Position,ContractedServices,NO_LABEL,PreK-12Operating,OTHER PROFESSIONAL SERVICES,OFFICE OF THE SUPERINTENDENT,GENERAL FUND,(blank),n/a,NaN,NaN,SUPERINTENDENT OF SCHOOLS,NaN,NON-PROJECT,NaN,UNDESIGNATED,"3,999.35",OFFICE OF THE SUPERINTENDENT,NaN,GENERAL ADMINISTRATION
382025,Student Assignment,Leadership,Shared Services,Non-School,Unspecified,Coordinator/Manager,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Director,n/a,NaN,NaN,SCHOOL CHOICE,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,907.18,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
382130,Library & Media,Instruction,School Reported,School,Poverty,Librarian,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,FEDERAL GDPG FUND,Library Tech I,Regular,NaN,NaN,NaN,NaN,TITLE I,NaN,PARAPROFESSIONAL,601.49,SCHOOL LIBRARY SERVICES,NaN,INSTRUCTIONAL STAFF
382311,Professional Development,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Rent/Utilities,NO_LABEL,PreK-12Operating,COMMUNICATION,NaN,STAFF DEVELOPMENT,NaN,NaN,NaN,NaN,PROF. LEARNING,NaN,IMPROVEMENT OF INSTR SERV,NaN,NaN,175.73,STAFF DEVELOPMENT,General Fund,NaN
382343,Professional Development,ISPD,School Reported,School,Unspecified,NO_LABEL,Supplies/Materials,NonPreK,PreK-12Operating,Miscellaneous Operating Costs,NaN,NaN,NaN,NaN,NaN,Food - Inservice,School,NaN,School Leadership,NaN,NaN,411.73,Undistributed,Campus Activity Funds,NaN
382448,Security & Safety,O&M,Leadership & Management,Non-School,Unspecified,School Monitor/Security,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Extra Duty Pay/Overtime For Support Personnel,NaN,Operations,SECURITY OFFICER,NaN,NaN,Extra Duty Pay/Overtime For Support Personnel,Undistributed,NaN,Security And Monitoring Services,Public Relations Department,POLICE PATROL MAN,7.99,Undistributed,General Operating Fund,OVERTIME
382892,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Purchased Services,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Purchased Services,NaN,NaN,Instructional Staff Training Services *,NaN,NaN,"9,529.31",NaN,Title I - Disadvantaged Children/Targeted Assi...,TITLE I SCHOOL IMPROVEMEN
383027,School Administration,Leadership,School Reported,School,Unspecified,Vice Principal,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,NaN,SCHOOL LEADERSHIP,LOCAL,"ASST. PRINCIPAL, SHS",NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,"104,611.60",NaN,NaN,NaN
383375,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Other Objects,NaN,Support Services - Administration,NaN,NaN,NaN,Other Objects,NaN,NaN,State and Federal Projects Coordination Services*,NaN,NaN,"29,964.72",NaN,School to Work,YEAR ROUND YOUTH TRAINING
383854,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Unspecified,Psychologist,Benefits,NO_LABEL,PreK-12Operating,EMPLOYER PD MED CONTRIBUTION,NaN,GENERAL FUND,Psychologist,Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,100.41,PSYCHOLOGICAL SERVICES,NaN,STUDENTS
384101,Food Services,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,SCHOOL NUTRITION SERVICE,NaN,NaN,NaN,NaN,NaN,NaN,SCHOOL NUTRITION,NaN,NaN,"8,877.74",Misc,School Nutrition Service Fund,NaN
384461,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Supplies and Materials,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Supplies And Materials,NaN,NaN,Other Improvements Of Instruction Services *,NaN,NaN,"13,720.00",NaN,Miscellaneous State Grants,SCHOOL IMPROV INCENTIVES
384726,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Purchased Services,NaN,Community Services,NaN,NaN,NaN,Purchased Services,NaN,NaN,Other Community Services *,NaN,NaN,"1,457.51",NaN,Title I - Disadvantaged Children/Targeted Assi...,PARENT INVOLVEMENT
384802,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NonPreK,PreK-12Operating,Supplies and Materials,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Supplies And Materials,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,"2,500.07",NaN,Special Trust,SAM'S CLUB FOUNDATION
384840,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Nurse,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,SCHOOL NURSE SERVICES,GENERAL FUND,Nurse,n/a,NaN,NaN,SCHOOL NURSE SERVICES,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,"1,766.82",NURSING SERVICES,NaN,STUDENTS
384894,Substitute Compensation,Instruction,School Reported,School,Alternative,Substitute,SubstituteCompensation,NonPreK,PreK-12Operating,Personal Services - Education Assistants,NaN,NaN,NaN,NaN,Alternative Schools Support,NaN,NaN,0,NaN,SUBSTITUTE TEACHER,SUBSTITUTE TEACHER,85.12,Support - Regular Instruction,General Purpose School,NaN
385675,Extended Time & Tutoring,Instruction,School Reported,School,Unspecified,Teacher,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,NaN,DISTRICT SPECIAL REVENUE FUNDS,"Teacher, Elementary",Regular,NaN,NaN,NaN,NaN,LIGHTS ON AFTER SCHOOL,NaN,PROFESSIONAL-INSTRUCTIONAL,229.87,AFTER SCHOOL PROGRAMS,NaN,COCURRICULAR ED/ACTIVITIES
385704,Substitute Compensation,Instruction,School Reported,School,Special Education,Substitute,SubstituteCompensation,NonPreK,PreK-12Operating,Personal Services - Substitute Teachers Non-Ce...,NaN,NaN,NaN,NaN,IDEA Part B,NaN,NaN,0,NaN,NaN,SUBSTITUTE TEACHER,168.76,Instruction - SPED,School Federal Projects,INDIVIDUALS WITH DISABILITIES ACT PART B
386306,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,EXTRA DUTY PAY-INSTRUCTIONAL,NaN,NaN,LIBRARY/MEDIA SPECIALIST-ELEM,NaN,NaN,NaN,COMMUNITY EDUCATION,NaN,COMMUNITY SERVICES,NaN,NaN,"3,536.06",NaN,EXTENDED LEARNING CENTER ELC,NaN
386611,Professional Development,ISPD,School Reported,School,Unspecified,Non-Position,Travel&Conferences,NO_LABEL,PreK-12Operating,TRAVEL AND REGISTRATION,NaN,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,"2,886.81",INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
